EXPERIMENT,YEAR,LOCATION,VARIETY,FAMILY,CHECK,RM,REPNO,YIELD,CLASS_OF
14YT005047,2014,3320,V103150,FAM00505,True,3.4,1,60.3926816,.
14YT005047,2014,3320,V103150,FAM00505,True,3.4,2,59.1803283,.
14YT005047,2014,3320,V114589,FAM11189,False,3.1,1,56.0029009,2014
14YT005047,2014,3320,V114589,FAM11189,False,3.1,2,57.053617,2014
14YT005047,2014,3320,V114676,FAM11223,False,3.2,1,50.6699144,2014
14YT005047,2014,3320,V114676,FAM11223,False,3.2,2,52.7234651,2014
14YT005047,2014,3320,V114685,FAM06758,False,3,1,47.9738298,2014
14YT005047,2014,3320,V114685,FAM06758,False,3,2,51.781895,2014
14YT005047,2014,3320,V114688,FAM06758,False,3.2,1,58.4701358,2014
14YT005047,2014,3320,V114688,FAM06758,False,3.2,2,57.5316884,2014
14YT005047,2014,3320,V152306,FAM13804,False,3.2,1,49.1521308,2014
14YT005047,2014,3320,V152306,FAM13804,False,3.2,2,60.4737232,2014
14YT005047,2014,3320,V152320,FAM11190,False,3.1,1,49.3849954,2014
14YT005047,2014,3320,V152320,FAM11190,False,3.1,2,47.4413342,2014
14YT005047,2014,3320,V155843,FAM13991,True,3,1,48.2901153,2011
14YT005047,2014,3320,V155843,FAM13991,True,3,2,48.2055048,2011
14YT005047,2014,3330,V103142,FAM00460,True,3.1,1,44.5126823,.
14YT005047,2014,3330,V103142,FAM00460,True,3.1,2,48.5142066,.
14YT005047,2014,3330,V103150,FAM00505,True,3.4,1,60.8022021,.
14YT005047,2014,3330,V103150,FAM00505,True,3.4,2,65.2770393,.
14YT005047,2014,3330,V114589,FAM11189,False,3.1,1,63.7359097,2014
14YT005047,2014,3330,V114589,FAM11189,False,3.1,2,60.2511189,2014
14YT005047,2014,3330,V114676,FAM11223,False,3.2,1,50.8053804,2014
14YT005047,2014,3330,V114676,FAM11223,False,3.2,2,52.7625733,2014
14YT005047,2014,3330,V114685,FAM06758,False,3,1,60.8480018,2014
14YT005047,2014,3330,V114685,FAM06758,False,3,2,54.7862353,2014
14YT005047,2014,3330,V114688,FAM06758,False,3.2,1,56.432496,2014
14YT005047,2014,3330,V114688,FAM06758,False,3.2,2,57.4066315,2014
14YT005047,2014,3330,V152306,FAM13804,False,3.2,1,55.2915188,2014
14YT005047,2014,3330,V152306,FAM13804,False,3.2,2,59.4576543,2014
14YT005047,2014,3330,V152320,FAM11190,False,3.1,1,66.7221086,2014
14YT005047,2014,3330,V152320,FAM11190,False,3.1,2,61.6459274,2014
14YT005047,2014,3330,V155843,FAM13991,True,3,1,56.112493,2011
14YT005047,2014,3330,V155843,FAM13991,True,3,2,59.8441263,2011
14YT005047,2014,3340,V103142,FAM00460,True,3.1,1,51.7542368,.
14YT005047,2014,3340,V103142,FAM00460,True,3.1,2,49.6803141,.
14YT005047,2014,3340,V103150,FAM00505,True,3.4,1,61.8151484,.
14YT005047,2014,3340,V103150,FAM00505,True,3.4,2,56.5263259,.
14YT005047,2014,3340,V114589,FAM11189,False,3.1,1,49.8883458,2014
14YT005047,2014,3340,V114589,FAM11189,False,3.1,2,41.382393,2014
14YT005047,2014,3340,V114676,FAM11223,False,3.2,1,54.6582044,2014
14YT005047,2014,3340,V114676,FAM11223,False,3.2,2,48.2284047,2014
14YT005047,2014,3340,V114685,FAM06758,False,3,1,49.2664813,2014
14YT005047,2014,3340,V114685,FAM06758,False,3,2,41.7984563,2014
14YT005047,2014,3340,V114688,FAM06758,False,3.2,1,59.8441263,2014
14YT005047,2014,3340,V114688,FAM06758,False,3.2,2,49.3693819,2014
14YT005047,2014,3340,V152306,FAM13804,False,3.2,1,59.7412257,2014
14YT005047,2014,3340,V152306,FAM13804,False,3.2,2,65.7571925,2014
14YT005047,2014,3340,V152320,FAM11190,False,3.1,1,47.2954592,2014
14YT005047,2014,3340,V152320,FAM11190,False,3.1,2,49.2664813,2014
14YT005047,2014,3340,V155843,FAM13991,True,3,1,59.6383251,2011
14YT005047,2014,3370,V103142,FAM00460,True,3.1,1,63.3608877,.
14YT005047,2014,3370,V103142,FAM00460,True,3.1,2,57.7245526,.
14YT005047,2014,3370,V103150,FAM00505,True,3.4,1,64.9156977,.
14YT005047,2014,3370,V103150,FAM00505,True,3.4,2,67.4995136,.
14YT005047,2014,3370,V114589,FAM11189,False,3.1,1,66.5414377,2014
14YT005047,2014,3370,V114589,FAM11189,False,3.1,2,62.1033295,2014
14YT005047,2014,3370,V114676,FAM11223,False,3.2,1,61.6161874,2014
14YT005047,2014,3370,V114676,FAM11223,False,3.2,2,54.0842213,2014
14YT005047,2014,3370,V114685,FAM06758,False,3,2,62.1375305,2014
14YT005047,2014,3370,V114688,FAM06758,False,3.2,1,68.5170695,2014
14YT005047,2014,3370,V114688,FAM06758,False,3.2,2,57.3654415,2014
14YT005047,2014,3370,V152306,FAM13804,False,3.2,1,57.2876712,2014
14YT005047,2014,3370,V152306,FAM13804,False,3.2,2,57.1162198,2014
14YT005047,2014,3370,V152320,FAM11190,False,3.1,1,60.7061417,2014
14YT005047,2014,3370,V152320,FAM11190,False,3.1,2,62.3935924,2014
14YT005047,2014,3370,V155843,FAM13991,True,3,1,59.2564628,2011
14YT005047,2014,3370,V155843,FAM13991,True,3,2,58.4356373,2011
14YT005047,2014,3410,V103142,FAM00460,True,3.1,1,56.9910142,.
14YT005047,2014,3410,V103142,FAM00460,True,3.1,2,56.5178499,.
14YT005047,2014,3410,V103150,FAM00505,True,3.4,1,65.4486395,.
14YT005047,2014,3410,V103150,FAM00505,True,3.4,2,73.4387511,.
14YT005047,2014,3410,V114589,FAM11189,False,3.1,1,54.0293509,2014
14YT005047,2014,3410,V114589,FAM11189,False,3.1,2,66.4984634,2014
14YT005047,2014,3410,V114676,FAM11223,False,3.2,1,70.8855674,2014
14YT005047,2014,3410,V114676,FAM11223,False,3.2,2,59.4405537,2014
14YT005047,2014,3410,V114685,FAM06758,False,3,1,55.6324885,2014
14YT005047,2014,3410,V114685,FAM06758,False,3,2,51.2987679,2014
14YT005047,2014,3410,V114688,FAM06758,False,3.2,1,58.131694,2014
14YT005047,2014,3410,V114688,FAM06758,False,3.2,2,58.9690252,2014
14YT005047,2014,3410,V152306,FAM13804,False,3.2,1,54.1236269,2014
14YT005047,2014,3410,V152306,FAM13804,False,3.2,2,51.9881423,2014
14YT005047,2014,3410,V152320,FAM11190,False,3.1,1,64.0768795,2014
14YT005047,2014,3410,V152320,FAM11190,False,3.1,2,63.7693673,2014
14YT005047,2014,3410,V155843,FAM13991,True,3,1,55.7988841,2011
14YT005047,2014,3410,V155843,FAM13991,True,3,2,63.6417825,2011
14YT005047,2014,3420,V103142,FAM00460,True,3.1,1,71.5454992,.
14YT005047,2014,3420,V103142,FAM00460,True,3.1,2,72.1551703,.
14YT005047,2014,3420,V103150,FAM00505,True,3.4,1,52.9355117,.
14YT005047,2014,3420,V103150,FAM00505,True,3.4,2,59.9885142,.
14YT005047,2014,3420,V114589,FAM11189,False,3.1,1,48.3829043,2014
14YT005047,2014,3420,V114589,FAM11189,False,3.1,2,52.9500844,2014
14YT005047,2014,3420,V114676,FAM11223,False,3.2,1,72.8817199,2014
14YT005047,2014,3420,V114676,FAM11223,False,3.2,2,73.090495,2014
14YT005047,2014,3420,V114685,FAM06758,False,3,1,55.569737,2014
14YT005047,2014,3420,V114685,FAM06758,False,3,2,43.3553481,2014
14YT005047,2014,3420,V114688,FAM06758,False,3.2,1,65.6813554,2014
14YT005047,2014,3420,V114688,FAM06758,False,3.2,2,51.7518576,2014
14YT005047,2014,3420,V152306,FAM13804,False,3.2,1,41.7812071,2014
14YT005047,2014,3420,V152306,FAM13804,False,3.2,2,56.1884788,2014
14YT005047,2014,3420,V152320,FAM11190,False,3.1,1,53.2403473,2014
14YT005047,2014,3420,V152320,FAM11190,False,3.1,2,70.2411005,2014
14YT005047,2014,3420,V155843,FAM13991,True,3,1,43.1575768,2011
14YT005047,2014,3420,V155843,FAM13991,True,3,2,61.0105312,2011
14YT005047,2014,3490,V103142,FAM00460,True,3.1,1,62.7243018,.
14YT005047,2014,3490,V103142,FAM00460,True,3.1,2,62.1703933,.
14YT005047,2014,3490,V103150,FAM00505,True,3.4,1,66.128051,.
14YT005047,2014,3490,V103150,FAM00505,True,3.4,2,44.7501567,.
14YT005047,2014,3490,V114589,FAM11189,False,3.1,1,64.8226113,2014
14YT005047,2014,3490,V114589,FAM11189,False,3.1,2,62.0167859,2014
14YT005047,2014,3490,V114676,FAM11223,False,3.2,1,43.1184686,2014
14YT005047,2014,3490,V114676,FAM11223,False,3.2,2,65.0764427,2014
14YT005047,2014,3490,V114685,FAM06758,False,3,1,68.1175119,2014
14YT005047,2014,3490,V114685,FAM06758,False,3,2,61.961172,2014
14YT005047,2014,3490,V114688,FAM06758,False,3.2,1,62.0603551,2014
14YT005047,2014,3490,V114688,FAM06758,False,3.2,2,59.9767669,2014
14YT005047,2014,3490,V152306,FAM13804,False,3.2,1,64.8987459,2014
14YT005047,2014,3490,V152306,FAM13804,False,3.2,2,64.731012,2014
14YT005047,2014,3490,V152320,FAM11190,False,3.1,1,55.785055,2014
14YT005047,2014,3490,V152320,FAM11190,False,3.1,2,61.3338056,2014
14YT005047,2014,3490,V155843,FAM13991,True,3,1,62.1657836,2011
14YT005047,2014,3490,V155843,FAM13991,True,3,2,51.7854638,2011
14YT005047,2014,3503,V103142,FAM00460,True,3.1,1,45.8248135,.
14YT005047,2014,3503,V103142,FAM00460,True,3.1,2,49.0248433,.
14YT005047,2014,3503,V103150,FAM00505,True,3.4,1,51.0433008,.
14YT005047,2014,3503,V103150,FAM00505,True,3.4,2,47.9418593,.
14YT005047,2014,3503,V114589,FAM11189,False,3.1,1,50.3542237,2014
14YT005047,2014,3503,V114589,FAM11189,False,3.1,2,49.0248433,2014
14YT005047,2014,3503,V114676,FAM11223,False,3.2,1,60.9854008,2014
14YT005047,2014,3503,V114676,FAM11223,False,3.2,2,52.2239809,2014
14YT005047,2014,3503,V114685,FAM06758,False,3,1,46.8588752,2014
14YT005047,2014,3503,V114685,FAM06758,False,3,2,50.5506568,2014
14YT005047,2014,3503,V114688,FAM06758,False,3.2,1,53.208228,2014
14YT005047,2014,3503,V114688,FAM06758,False,3.2,2,41.1000111,2014
14YT005047,2014,3503,V152306,FAM13804,False,3.2,1,39.6730833,2014
14YT005047,2014,3503,V152306,FAM13804,False,3.2,2,48.9261063,2014
14YT005047,2014,3503,V152320,FAM11190,False,3.1,1,46.6126275,2014
14YT005047,2014,3503,V152320,FAM11190,False,3.1,2,48.3357663,2014
14YT005047,2014,3503,V155843,FAM13991,True,3,1,47.3516679,2011
14YT005047,2014,3503,V155843,FAM13991,True,3,2,49.6641058,2011
14YT005047,2014,4215,V103142,FAM00460,True,3.1,1,62.8029643,.
14YT005047,2014,4215,V103142,FAM00460,True,3.1,2,56.3571049,.
14YT005047,2014,4215,V103150,FAM00505,True,3.4,1,52.26413,.
14YT005047,2014,4215,V103150,FAM00505,True,3.4,2,59.7983266,.
14YT005047,2014,4215,V114589,FAM11189,False,3.1,1,51.1802537,2014
14YT005047,2014,4215,V114589,FAM11189,False,3.1,2,48.5324967,2014
14YT005047,2014,4215,V114676,FAM11223,False,3.2,1,50.4623288,2014
14YT005047,2014,4215,V114676,FAM11223,False,3.2,2,58.4905077,2014
14YT005047,2014,4215,V114685,FAM06758,False,3,1,57.8479739,2014
14YT005047,2014,4215,V114685,FAM06758,False,3,2,62.4118825,2014
14YT005047,2014,4215,V114688,FAM06758,False,3.2,1,59.9424172,2014
14YT005047,2014,4215,V114688,FAM06758,False,3.2,2,65.9561535,2014
14YT005047,2014,4215,V152306,FAM13804,False,3.2,1,57.1391197,2014
14YT005047,2014,4215,V152306,FAM13804,False,3.2,2,63.427208,2014
14YT005047,2014,4215,V152320,FAM11190,False,3.1,1,44.5424224,2014
14YT005047,2014,4215,V152320,FAM11190,False,3.1,2,52.8700836,2014
14YT005047,2014,4215,V155843,FAM13991,True,3,1,58.0766749,2011
14YT005047,2014,4215,V155843,FAM13991,True,3,2,62.5879437,2011
14YT005047,2014,4320,V103142,FAM00460,True,3.1,1,45.3235449,.
14YT005047,2014,4320,V103142,FAM00460,True,3.1,2,45.9501678,.
14YT005047,2014,4320,V103150,FAM00505,True,3.4,1,65.7164486,.
14YT005047,2014,4320,V103150,FAM00505,True,3.4,2,55.0156798,.
14YT005047,2014,4320,V114589,FAM11189,False,3.1,1,48.4423844,2014
14YT005047,2014,4320,V114589,FAM11189,False,3.1,2,51.0548994,2014
14YT005047,2014,4320,V114676,FAM11223,False,3.2,1,45.7406492,2014
14YT005047,2014,4320,V114676,FAM11223,False,3.2,2,35.8251665,2014
14YT005047,2014,4320,V114685,FAM06758,False,3,1,46.207568,2014
14YT005047,2014,4320,V114685,FAM06758,False,3,2,39.8158356,2014
14YT005047,2014,4320,V114688,FAM06758,False,3.2,1,51.2641207,2014
14YT005047,2014,4320,V114688,FAM06758,False,3.2,2,39.3536752,2014
14YT005047,2014,4320,V152306,FAM13804,False,3.2,1,42.028793,2014
14YT005047,2014,4320,V152306,FAM13804,False,3.2,2,52.5439839,2014
14YT005047,2014,4320,V152320,FAM11190,False,3.1,1,33.1394909,2014
14YT005047,2014,4320,V152320,FAM11190,False,3.1,2,43.2444177,2014
14YT005047,2014,4320,V155843,FAM13991,True,3,1,56.4326447,2011
14YT005047,2014,4320,V155843,FAM13991,True,3,2,59.2429311,2011
14YT005379,2014,3120,V111336,FAM12541,True,3.5,1,75.4637513,2012
14YT005379,2014,3120,V111336,FAM12541,True,3.5,2,79.0330039,2012
14YT005379,2014,3120,V152300,FAM01223,False,3.4,1,74.0528832,2014
14YT005379,2014,3120,V152300,FAM01223,False,3.4,2,73.2250688,2014
14YT005379,2014,3120,V152324,FAM01215,False,3.5,1,86.1899479,2014
14YT005379,2014,3120,V152324,FAM01215,False,3.5,2,82.7670164,2014
14YT005379,2014,3120,V152325,FAM01215,False,3.4,1,67.8311152,2014
14YT005379,2014,3120,V152325,FAM01215,False,3.4,2,76.6459185,2014
14YT005379,2014,3120,V152415,FAM06784,False,3.5,1,60.7793023,2014
14YT005379,2014,3120,V152415,FAM06784,False,3.5,2,67.5201829,2014
14YT005379,2014,3120,V155918,FAM13984,True,3.6,1,74.3661946,2011
14YT005379,2014,3120,V155918,FAM13984,True,3.6,2,69.3859252,2011
14YT005379,2014,3135,V111336,FAM12541,True,3.5,1,73.7212816,2012
14YT005379,2014,3135,V111336,FAM12541,True,3.5,2,80.6450636,2012
14YT005379,2014,3135,V152300,FAM01223,False,3.4,1,72.4568832,2014
14YT005379,2014,3135,V152300,FAM01223,False,3.4,2,64.8974076,2014
14YT005379,2014,3135,V152324,FAM01215,False,3.5,1,75.2350503,2014
14YT005379,2014,3135,V152324,FAM01215,False,3.5,2,62.8875747,2014
14YT005379,2014,3135,V152325,FAM01215,False,3.4,1,68.4392993,2014
14YT005379,2014,3135,V152325,FAM01215,False,3.4,2,73.3006085,2014
14YT005379,2014,3135,V152415,FAM06784,False,3.5,1,60.697071,2014
14YT005379,2014,3135,V152415,FAM06784,False,3.5,2,66.8547492,2014
14YT005379,2014,3135,V155918,FAM13984,True,3.6,1,60.3357294,2011
14YT005379,2014,3135,V155918,FAM13984,True,3.6,2,74.7708081,2011
14YT005379,2014,3140,V111336,FAM12541,True,3.5,1,81.2098272,2012
14YT005379,2014,3140,V111336,FAM12541,True,3.5,2,78.51404,2012
14YT005379,2014,3140,V152300,FAM01223,False,3.4,1,72.8090054,2014
14YT005379,2014,3140,V152300,FAM01223,False,3.4,2,87.1228934,2014
14YT005379,2014,3140,V152324,FAM01215,False,3.5,1,91.2707387,2014
14YT005379,2014,3140,V152324,FAM01215,False,3.5,2,76.1290364,2014
14YT005379,2014,3140,V152325,FAM01215,False,3.4,1,81.1069266,2014
14YT005379,2014,3140,V152325,FAM01215,False,3.4,2,76.8539502,2014
14YT005379,2014,3140,V152415,FAM06784,False,3.5,1,83.8028625,2014
14YT005379,2014,3140,V152415,FAM06784,False,3.5,2,70.8379833,2014
14YT005379,2014,3140,V155918,FAM13984,True,3.6,1,77.5810945,2011
14YT005379,2014,3140,V155918,FAM13984,True,3.6,2,74.7800275,2011
14YT005379,2014,3170,V111336,FAM12541,True,3.5,1,61.7693487,2012
14YT005379,2014,3170,V111336,FAM12541,True,3.5,2,65.4370408,2012
14YT005379,2014,3170,V152300,FAM01223,False,3.4,1,70.4790209,2014
14YT005379,2014,3170,V152300,FAM01223,False,3.4,2,72.484244,2014
14YT005379,2014,3170,V152324,FAM01215,False,3.5,1,67.6550541,2014
14YT005379,2014,3170,V152324,FAM01215,False,3.5,2,60.5210099,2014
14YT005379,2014,3170,V152325,FAM01215,False,3.4,1,66.1573449,2014
14YT005379,2014,3170,V152325,FAM01215,False,3.4,2,60.9828729,2014
14YT005379,2014,3170,V152415,FAM06784,False,3.5,1,74.5810665,2014
14YT005379,2014,3170,V152415,FAM06784,False,3.5,2,67.3600327,2014
14YT005379,2014,3170,V155918,FAM13984,True,3.6,1,66.5231476,2011
14YT005379,2014,3170,V155918,FAM13984,True,3.6,2,66.1276049,2011
14YT005379,2014,3202,V111336,FAM12541,True,3.5,1,55.9571012,2012
14YT005379,2014,3202,V111336,FAM12541,True,3.5,2,57.783884,2012
14YT005379,2014,3202,V152300,FAM01223,False,3.4,1,60.6713459,2014
14YT005379,2014,3202,V152300,FAM01223,False,3.4,2,56.1704861,2014
14YT005379,2014,3202,V152324,FAM01215,False,3.5,1,50.3058962,2014
14YT005379,2014,3202,V152324,FAM01215,False,3.5,2,49.1448444,2014
14YT005379,2014,3202,V152325,FAM01215,False,3.4,1,59.0408474,2014
14YT005379,2014,3202,V152325,FAM01215,False,3.4,2,55.6070608,2014
14YT005379,2014,3202,V152415,FAM06784,False,3.5,1,54.8046741,2014
14YT005379,2014,3202,V152415,FAM06784,False,3.5,2,58.165895,2014
14YT005379,2014,3202,V155918,FAM13984,True,3.6,1,60.3833135,2011
14YT005379,2014,3202,V155918,FAM13984,True,3.6,2,57.9076027,2011
14YT005379,2014,3203,V111336,FAM12541,True,3.5,1,54.4582025,2012
14YT005379,2014,3203,V111336,FAM12541,True,3.5,2,57.5312423,2012
14YT005379,2014,3203,V152300,FAM01223,False,3.4,1,58.6131854,2014
14YT005379,2014,3203,V152300,FAM01223,False,3.4,2,53.5746255,2014
14YT005379,2014,3203,V152324,FAM01215,False,3.5,1,55.9498149,2014
14YT005379,2014,3203,V152324,FAM01215,False,3.5,2,48.0718233,2014
14YT005379,2014,3203,V152325,FAM01215,False,3.4,1,41.1380784,2014
14YT005379,2014,3203,V152325,FAM01215,False,3.4,2,53.6354439,2014
14YT005379,2014,3203,V152415,FAM06784,False,3.5,1,59.1030041,2014
14YT005379,2014,3203,V152415,FAM06784,False,3.5,2,51.612228,2014
14YT005379,2014,3203,V155918,FAM13984,True,3.6,1,53.0592304,2011
14YT005379,2014,3203,V155918,FAM13984,True,3.6,2,53.3633224,2011
14YT005379,2014,3240,V111336,FAM12541,True,3.5,1,87.225794,2012
14YT005379,2014,3240,V111336,FAM12541,True,3.5,2,73.43087,2012
14YT005379,2014,3240,V152300,FAM01223,False,3.4,1,82.869917,2014
14YT005379,2014,3240,V152300,FAM01223,False,3.4,2,80.2768817,2014
14YT005379,2014,3240,V152324,FAM01215,False,3.5,1,76.2319369,2014
14YT005379,2014,3240,V152324,FAM01215,False,3.5,2,76.6459185,2014
14YT005379,2014,3240,V152325,FAM01215,False,3.4,1,73.7419509,2014
14YT005379,2014,3240,V152325,FAM01215,False,3.4,2,77.5810945,2014
14YT005379,2014,3240,V152415,FAM06784,False,3.5,1,71.9789605,2014
14YT005379,2014,3240,V152415,FAM06784,False,3.5,2,63.2670578,2014
14YT005379,2014,3240,V155918,FAM13984,True,3.6,1,75.8181041,2011
14YT005379,2014,3240,V155918,FAM13984,True,3.6,2,81.1069266,2011
14YT005379,2014,3250,V111336,FAM12541,True,3.5,1,76.8630209,2012
14YT005379,2014,3250,V111336,FAM12541,True,3.5,2,78.1778287,2012
14YT005379,2014,3250,V152300,FAM01223,False,3.4,1,67.0559407,2014
14YT005379,2014,3250,V152300,FAM01223,False,3.4,2,70.6321822,2014
14YT005379,2014,3250,V152324,FAM01215,False,3.5,1,71.8806696,2014
14YT005379,2014,3250,V152324,FAM01215,False,3.5,2,71.748029,2014
14YT005379,2014,3250,V152325,FAM01215,False,3.4,1,72.2121225,2014
14YT005379,2014,3250,V152325,FAM01215,False,3.4,2,58.7214392,2014
14YT005379,2014,3250,V152415,FAM06784,False,3.5,1,69.5094951,2014
14YT005379,2014,3250,V152415,FAM06784,False,3.5,2,64.5247647,2014
14YT005379,2014,3250,V155918,FAM13984,True,3.6,1,74.4393552,2011
14YT005379,2014,3250,V155918,FAM13984,True,3.6,2,67.7967654,2011
14YT005379,2014,3260,V111336,FAM12541,True,3.5,1,62.02318,2012
14YT005379,2014,3260,V111336,FAM12541,True,3.5,2,58.7031491,2012
14YT005379,2014,3260,V152300,FAM01223,False,3.4,1,59.1193612,2014
14YT005379,2014,3260,V152300,FAM01223,False,3.4,2,63.3699584,2014
14YT005379,2014,3260,V152324,FAM01215,False,3.5,1,56.1101138,2014
14YT005379,2014,3260,V152324,FAM01215,False,3.5,2,58.1864157,2014
14YT005379,2014,3260,V152325,FAM01215,False,3.4,1,56.4211948,2014
14YT005379,2014,3260,V152325,FAM01215,False,3.4,2,57.7702036,2014
14YT005379,2014,3260,V152415,FAM06784,False,3.5,1,56.2153936,2014
14YT005379,2014,3260,V152415,FAM06784,False,3.5,2,56.9401587,2014
14YT005379,2014,3260,V155918,FAM13984,True,3.6,1,67.1039709,2011
14YT005379,2014,3260,V155918,FAM13984,True,3.6,2,57.3563708,2011
14YT005379,2014,3270,V111336,FAM12541,True,3.5,1,76.5430179,2012
14YT005379,2014,3270,V111336,FAM12541,True,3.5,2,79.7579177,2012
14YT005379,2014,3270,V152300,FAM01223,False,3.4,1,65.3409805,2014
14YT005379,2014,3270,V152300,FAM01223,False,3.4,2,73.9499826,2014
14YT005379,2014,3270,V152324,FAM01215,False,3.5,1,70.9431144,2014
14YT005379,2014,3270,V152324,FAM01215,False,3.5,2,79.5521166,2014
14YT005379,2014,3270,V152325,FAM01215,False,3.4,1,64.7191159,2014
14YT005379,2014,3270,V152325,FAM01215,False,3.4,2,71.1489156,2014
14YT005379,2014,3270,V152415,FAM06784,False,3.5,1,70.0079384,2014
14YT005379,2014,3270,V152415,FAM06784,False,3.5,2,60.9851034,2014
14YT005379,2014,3270,V155918,FAM13984,True,3.6,1,61.6071167,2011
14YT005379,2014,3270,V155918,FAM13984,True,3.6,2,71.6680282,2011
14YT005379,2014,3280,V111336,FAM12541,True,3.5,1,57.0454385,2012
14YT005379,2014,3280,V111336,FAM12541,True,3.5,2,57.0454385,2012
14YT005379,2014,3280,V152300,FAM01223,False,3.4,1,61.1931351,2014
14YT005379,2014,3280,V152300,FAM01223,False,3.4,2,53.9332905,2014
14YT005379,2014,3280,V152324,FAM01215,False,3.5,1,54.9691366,2014
14YT005379,2014,3280,V152324,FAM01215,False,3.5,2,54.9691366,2014
14YT005379,2014,3280,V152325,FAM01215,False,3.4,1,58.0811359,2014
14YT005379,2014,3280,V152325,FAM01215,False,3.4,2,48.7473686,2014
14YT005379,2014,3280,V152415,FAM06784,False,3.5,1,63.2670578,2014
14YT005379,2014,3280,V152415,FAM06784,False,3.5,2,60.1550585,2014
14YT005379,2014,3280,V155918,FAM13984,True,3.6,1,52.895214,2011
14YT005379,2014,3280,V155918,FAM13984,True,3.6,2,47.709292,2011
14YT005379,2014,3290,V111336,FAM12541,True,3.5,1,79.4721158,2012
14YT005379,2014,3290,V111336,FAM12541,True,3.5,2,81.2122064,2012
14YT005379,2014,3290,V152300,FAM01223,False,3.4,1,82.5292447,2014
14YT005379,2014,3290,V152300,FAM01223,False,3.4,2,74.8851586,2014
14YT005379,2014,3290,V152324,FAM01215,False,3.5,1,87.1182837,2014
14YT005379,2014,3290,V152324,FAM01215,False,3.5,2,81.3585274,2014
14YT005379,2014,3290,V152325,FAM01215,False,3.4,1,78.2463795,2014
14YT005379,2014,3290,V152325,FAM01215,False,3.4,2,93.6831032,2014
14YT005379,2014,3290,V152415,FAM06784,False,3.5,1,78.285339,2014
14YT005379,2014,3290,V152415,FAM06784,False,3.5,2,70.5292816,2014
14YT005379,2014,3290,V155918,FAM13984,True,3.6,1,75.010959,2011
14YT005379,2014,3290,V155918,FAM13984,True,3.6,2,77.1785629,2011
14YT005379,2014,3310,V111336,FAM12541,True,3.5,1,64.824247,2012
14YT005379,2014,3310,V111336,FAM12541,True,3.5,2,62.1260806,2012
14YT005379,2014,3310,V152300,FAM01223,False,3.4,1,57.8731042,2014
14YT005379,2014,3310,V152324,FAM01215,False,3.5,1,48.2284047,2014
14YT005379,2014,3310,V152324,FAM01215,False,3.5,2,53.4143266,2014
14YT005379,2014,3310,V152325,FAM01215,False,3.4,1,80.8988949,2014
14YT005379,2014,3310,V152415,FAM06784,False,3.5,1,63.889071,2014
14YT005379,2014,3310,V152415,FAM06784,False,3.5,2,58.1864157,2014
14YT005379,2014,3320,V111336,FAM12541,True,3.5,1,57.7989028,2012
14YT005379,2014,3320,V111336,FAM12541,True,3.5,2,60.2973647,2012
14YT005379,2014,3320,V152300,FAM01223,False,3.4,1,56.115467,2014
14YT005379,2014,3320,V152300,FAM01223,False,3.4,2,50.7824805,2014
14YT005379,2014,3320,V152324,FAM01215,False,3.5,2,56.3849119,2014
14YT005379,2014,3320,V152325,FAM01215,False,3.4,1,58.4943739,2014
14YT005379,2014,3320,V152325,FAM01215,False,3.4,2,62.7405101,2014
14YT005379,2014,3320,V152415,FAM06784,False,3.5,2,59.3685828,2014
14YT005379,2014,3320,V155918,FAM13984,True,3.6,1,56.6049883,2011
14YT005379,2014,3320,V155918,FAM13984,True,3.6,2,51.4150515,2011
14YT005379,2014,3330,V111336,FAM12541,True,3.5,1,56.3753951,2012
14YT005379,2014,3330,V111336,FAM12541,True,3.5,2,58.5773487,2012
14YT005379,2014,3330,V152300,FAM01223,False,3.4,1,68.1581071,2014
14YT005379,2014,3330,V152300,FAM01223,False,3.4,2,55.4744201,2014
14YT005379,2014,3330,V152324,FAM01215,False,3.5,1,49.7351845,2014
14YT005379,2014,3330,V152324,FAM01215,False,3.5,2,58.1452257,2014
14YT005379,2014,3330,V152325,FAM01215,False,3.4,1,58.0857456,2014
14YT005379,2014,3330,V152325,FAM01215,False,3.4,2,54.3677927,2014
14YT005379,2014,3330,V152415,FAM06784,False,3.5,1,64.6984466,2014
14YT005379,2014,3330,V152415,FAM06784,False,3.5,2,50.4989091,2014
14YT005379,2014,3330,V155918,FAM13984,True,3.6,1,63.1321866,2011
14YT005379,2014,3330,V155918,FAM13984,True,3.6,2,61.0903832,2011
14YT005379,2014,3340,V111336,FAM12541,True,3.5,1,60.3632389,2012
14YT005379,2014,3340,V111336,FAM12541,True,3.5,2,54.6582044,2012
14YT005379,2014,3340,V152300,FAM01223,False,3.4,1,63.889071,2014
14YT005379,2014,3340,V152300,FAM01223,False,3.4,2,57.1481904,2014
14YT005379,2014,3340,V152324,FAM01215,False,3.5,1,55.0744164,2014
14YT005379,2014,3340,V152324,FAM01215,False,3.5,2,49.6803141,2014
14YT005379,2014,3340,V152325,FAM01215,False,3.4,1,38.3755248,2014
14YT005379,2014,3340,V152325,FAM01215,False,3.4,2,58.2893163,2014
14YT005379,2014,3340,V152415,FAM06784,False,3.5,1,46.7763465,2014
14YT005379,2014,3340,V152415,FAM06784,False,3.5,2,57.3563708,2014
14YT005379,2014,3340,V155918,FAM13984,True,3.6,1,42.4204695,2011
